Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate
575,SDG,1976,1976-10-17,04:00:00 AM,01:00:00 AM,,HOU,6,6,Sun,W 30-27,,30,27,3,57,19,24,79.2,245,2,0,8,34,142.9
576,SDG,1987,1987-11-01,04:00:00 AM,01:00:00 AM,,CLE,8,7,Sun,W 27-24,OT,27,24,3,51,25,42,59.5,286,2,1,3,29,88.9
577,SDG,1989,1989-11-05,04:00:00 AM,01:00:00 AM,,PHI,9,9,Sun,W 20-17,,20,17,3,37,14,29,48.3,254,2,1,2,10,88.9
578,SDG,1992,1992-10-25,04:00:00 AM,01:00:00 AM,,DEN,8,7,Sun,W 24-21,,24,21,3,45,20,27,74.1,340,2,1,3,15,125.2
579,SDG,1995,1995-12-17,04:00:00 AM,04:00:00 AM,@,IND,16,15,Sun,W 27-24,,27,24,3,51,21,40,52.5,265,2,1,1,7,80.4
580,SDG,1999,1999-12-26,01:05:00 AM,01:05:00 AM,,OAK,16,15,Sun,W 23-20,,23,20,3,43,23,36,63.9,293,2,1,4,32,99.9
581,SDG,2002,2002-11-17,04:05:00 AM,01:05:00 AM,,SFO,11,10,Sun,W 20-17,OT,20,17,3,37,29,50,58,336,2,1,0,0,83.4
582,SDG,2004,2004-11-28,01:00:00 AM,12:00:00 PM,@,KAN,12,11,Sun,W 34-31,,34,31,3,65,28,37,75.7,371,2,0,1,7,125.7
583,SDG,2006,2006-12-24,04:16:00 AM,01:16:00 AM,@,SEA,16,15,Sun,W 20-17,,20,17,3,37,10,30,33.3,172,2,0,1,9,77.2
584,SDG,2009,2010-01-03,04:15:00 AM,01:15:00 AM,,WAS,17,16,Sun,W 23-20,,23,20,3,43,28,45,62.2,314,2,1,1,1,88.7
585,SDG,2012,2012-12-30,04:21:00 AM,01:21:00 AM,,OAK,17,16,Sun,W 24-21,,24,21,3,45,13,17,76.5,140,2,0,2,11,142
586,LAC,2018,2018-12-02,08:20:00 AM,01:00:00 AM,@,PIT,13,12,Sun,W 33-30,,33,30,3,63,26,36,72.2,286,2,0,2,13,115.4
587,LAC,2020,2020-12-13,04:25:00 AM,01:25:00 AM,,ATL,14,13,Sun,W 20-17,,20,17,3,37,36,44,81.8,240,2,1,1,3,95.4
588,LAC,2020,2020-12-17,08:20:00 AM,05:20:00 AM,@,LVR,15,14,Thu,W 30-27,OT,30,27,3,57,22,32,68.8,306,2,0,1,8,121.1
589,SEA,1983,1983-09-18,04:00:00 AM,01:00:00 AM,,SDG,3,3,Sun,W 34-31,,34,31,3,65,15,24,62.5,162,2,1,1,11,94.6
590,SEA,1984,1984-11-12,09:00:00 AM,06:00:00 AM,,RAI,11,11,Mon,W 17-14,,17,14,3,31,11,25,44,122,2,1,6,34,74.7
591,SEA,1988,1988-10-30,04:00:00 AM,01:00:00 AM,,SDG,9,9,Sun,W 17-14,,17,14,3,31,14,28,50,109,2,0,1,12,85.6
592,SEA,1995,1995-09-17,04:00:00 AM,01:00:00 AM,,CIN,3,3,Sun,W 24-21,,24,21,3,45,21,30,70,263,2,1,2,16,107.5
593,SEA,1999,1999-11-14,08:21:00 AM,05:21:00 AM,,DEN,10,9,Sun,W 20-17,,20,17,3,37,16,31,51.6,230,2,1,1,5,84.7
594,SEA,2000,2000-12-16,04:06:00 AM,01:06:00 AM,,OAK,16,15,Sat,W 27-24,,27,24,3,51,19,32,59.4,153,2,1,3,24,82.4
595,SEA,2001,2002-01-06,04:16:00 AM,01:16:00 AM,,KAN,17,16,Sun,W 21-18,,21,18,3,39,22,39,56.4,239,2,2,1,9,71.3
596,SEA,2002,2002-12-29,04:15:00 AM,01:15:00 AM,@,SDG,17,16,Sun,W 31-28,OT,31,28,3,59,36,53,67.9,428,2,2,3,21,90.8
597,SEA,2005,2005-09-18,04:06:00 AM,01:06:00 AM,,ATL,2,2,Sun,W 21-18,,21,18,3,39,20,31,64.5,265,2,0,2,16,115.1
598,SEA,2005,2005-11-27,04:16:00 AM,01:16:00 AM,,NYG,12,11,Sun,W 24-21,OT,24,21,3,45,21,37,56.8,228,2,1,3,21,84.2
599,SEA,2009,2009-12-06,04:16:00 AM,01:16:00 AM,,SFO,13,12,Sun,W 20-17,,20,17,3,37,26,35,74.3,185,2,0,5,20,107.4
600,SEA,2013,2013-11-03,04:05:00 AM,01:05:00 AM,,TAM,9,9,Sun,W 27-24,OT,27,24,3,51,19,26,73.1,217,2,2,0,0,91.3
601,SEA,2018,2018-11-15,08:20:00 AM,05:20:00 AM,,GNB,11,10,Thu,W 27-24,,27,24,3,51,21,31,67.7,205,2,0,3,20,110.3
602,SEA,2018,2018-11-25,01:00:00 AM,01:00:00 AM,@,CAR,12,11,Sun,W 30-27,,30,27,3,57,22,31,71,322,2,0,2,17,128.3
603,SEA,2020,2021-01-03,04:25:00 AM,02:25:00 AM,@,SFO,17,16,Sun,W 26-23,,26,23,3,49,20,36,55.6,159,2,0,2,22,87.8
604,SFO,1972,1972-11-12,04:00:00 AM,01:00:00 AM,,BAL,9,9,Sun,W 24-21,,24,21,3,45,10,14,71.4,105,2,1,1,5,104.2
605,SFO,1972,1972-12-16,04:00:00 AM,01:00:00 AM,,MIN,14,14,Sat,W 20-17,,20,17,3,37,17,30,56.7,229,2,5,2,12,65.4
606,SFO,1980,1980-09-14,04:00:00 AM,01:00:00 AM,,STL,2,2,Sun,W 24-21,OT,24,21,3,45,25,42,59.5,260,2,3,1,6,64.2
607,SFO,1980,1980-12-07,04:00:00 AM,01:00:00 AM,,NOR,14,14,Sun,W 38-35,OT,38,35,3,73,24,36,66.7,254,2,0,5,31,109.1
608,SFO,1981,1981-10-25,04:00:00 AM,01:00:00 AM,,RAM,8,8,Sun,W 20-17,,20,17,3,37,18,32,56.3,265,2,0,3,22,107.2
609,SFO,1981,1981-11-08,04:00:00 AM,01:00:00 AM,,ATL,10,10,Sun,W 17-14,,17,14,3,31,16,30,53.3,205,2,1,2,18,85.8
610,SFO,1984,1984-12-14,09:00:00 AM,06:00:00 AM,,RAM,16,16,Fri,W 19-16,,19,16,3,35,20,31,64.5,200,2,0,4,19,106.8
611,SFO,1990,1990-12-30,01:00:00 AM,12:00:00 PM,@,MIN,17,16,Sun,W 20-17,,20,17,3,37,25,44,56.8,281,2,1,6,12,82.9
612,SFO,1998,1998-10-18,04:05:00 AM,01:05:00 AM,,IND,7,6,Sun,W 34-31,,34,31,3,65,33,51,64.7,321,2,0,5,10,96.1
613,SFO,2002,2002-11-03,04:15:00 AM,01:15:00 AM,@,OAK,9,8,Sun,W 23-20,OT,23,20,3,43,25,36,69.4,282,2,0,0,0,111.1
614,SFO,2003,2003-12-21,04:15:00 AM,04:15:00 AM,@,PHI,16,15,Sun,W 31-28,OT,31,28,3,59,15,29,51.7,211,2,0,2,14,100.5
615,SFO,2004,2004-10-10,04:15:00 AM,01:15:00 AM,,ARI,5,5,Sun,W 31-28,OT,31,28,3,59,38,57,66.7,391,2,0,5,26,99.8
616,SFO,2005,2005-09-11,04:15:00 AM,01:15:00 AM,,STL,1,1,Sun,W 28-25,,28,25,3,53,13,18,72.2,183,2,0,2,9,143.7
617,SFO,2013,2013-12-29,04:25:00 AM,02:25:00 AM,@,ARI,17,16,Sun,W 23-20,,23,20,3,43,21,34,61.8,292,2,0,2,18,111.2
618,SFO,2014,2014-12-28,04:25:00 AM,01:25:00 AM,,ARI,17,16,Sun,W 20-17,,20,17,3,37,15,26,57.7,189,2,0,1,15,108.5
619,SFO,2018,2018-09-16,04:05:00 AM,01:05:00 AM,,DET,2,2,Sun,W 30-27,,30,27,3,57,18,26,69.2,156,2,0,6,50,118.4
620,TAM,1979,1979-09-09,02:00:00 AM,02:00:00 AM,@,BAL,2,2,Sun,W 29-26,OT,29,26,3,55,10,29,34.5,196,2,2,0,0,53.2
621,TAM,1982,1983-01-02,01:00:00 AM,01:00:00 AM,,CHI,17,9,Sun,W 26-23,OT,26,23,3,49,25,50,50,325,2,2,3,42,71
622,TAM,1996,1996-11-10,01:00:00 AM,01:00:00 AM,,OAK,11,10,Sun,W 20-17,OT,20,17,3,37,20,29,69,177,2,1,2,15,95.8
623,TAM,2000,2000-12-18,09:00:00 AM,09:00:00 AM,,STL,16,15,Mon,W 38-35,,38,35,3,73,18,38,47.4,241,2,2,2,15,65.2
624,TAM,2004,2004-11-07,01:00:00 AM,01:00:00 AM,,KAN,9,8,Sun,W 34-31,,34,31,3,65,22,34,64.7,288,2,0,1,8,111.9
625,TAM,2005,2005-12-24,01:02:00 AM,01:02:00 AM,,ATL,16,15,Sat,W 27-24,OT,27,24,3,51,29,42,69,270,2,2,2,15,83.9
626,TAM,2006,2006-11-19,01:03:00 AM,01:03:00 AM,,WAS,11,10,Sun,W 20-17,,20,17,3,37,14,21,66.7,178,2,1,0,0,104.9
627,TAM,2008,2008-09-21,01:02:00 AM,12:02:00 PM,@,CHI,3,3,Sun,W 27-24,OT,27,24,3,51,38,67,56.7,407,2,3,0,0,66
628,TAM,2008,2008-11-02,01:03:00 AM,12:03:00 PM,@,KAN,9,9,Sun,W 30-27,OT,30,27,3,57,32,44,72.7,342,2,1,0,0,100.8
629,TAM,2010,2010-09-12,01:02:00 AM,01:02:00 AM,,CLE,1,1,Sun,W 17-14,,17,14,3,31,17,28,60.7,169,2,1,3,13,88.7
630,TAM,2013,2013-11-24,01:03:00 AM,01:03:00 AM,@,DET,12,11,Sun,W 24-21,,24,21,3,45,14,21,66.7,207,2,0,4,40,138.4
631,TAM,2014,2014-09-28,01:03:00 AM,01:03:00 AM,@,PIT,4,4,Sun,W 27-24,,27,24,3,51,21,43,48.8,287,2,1,1,15,77.9
632,WAS,1974,1974-10-13,01:00:00 AM,01:00:00 AM,,MIA,5,5,Sun,W 20-17,,20,17,3,37,26,39,66.7,299,2,3,1,4,75.1
633,WAS,1977,1977-11-13,01:00:00 AM,01:00:00 AM,@,PHI,9,9,Sun,W 17-14,,17,14,3,31,15,27,55.6,132,2,2,8,55,71.1
634,WAS,1977,1977-12-17,01:00:00 AM,01:00:00 AM,,RAM,14,14,Sat,W 17-14,,17,14,3,31,12,21,57.1,118,2,2,3,26,70.4
635,WAS,1979,1979-09-09,02:00:00 AM,02:00:00 AM,@,DET,2,2,Sun,W 27-24,,27,24,3,51,14,20,70,139,2,0,2,7,124.2
636,WAS,1981,1981-11-15,04:00:00 AM,04:00:00 AM,@,NYG,11,11,Sun,W 30-27,OT,30,27,3,57,25,38,65.8,234,2,1,1,8,90
637,WAS,1986,1986-11-30,01:00:00 AM,12:00:00 PM,@,STL,13,13,Sun,W 20-17,,20,17,3,37,23,44,52.3,256,2,1,0,0,75.6
638,WAS,1987,1987-12-26,04:00:00 AM,03:00:00 AM,@,MIN,16,15,Sat,W 27-24,OT,27,24,3,51,20,39,51.3,291,2,4,1,11,54.6
639,WAS,1988,1988-10-23,04:00:00 AM,03:00:00 AM,@,GNB,8,8,Sun,W 20-17,,20,17,3,37,25,42,59.5,225,2,1,0,0,80
640,WAS,1988,1988-11-06,04:00:00 AM,04:00:00 AM,,NOR,10,10,Sun,W 27-24,,27,24,3,51,20,28,71.4,299,2,1,0,0,115
641,WAS,1990,1990-11-04,01:00:00 AM,01:00:00 AM,@,DET,9,8,Sun,W 41-38,OT,41,38,3,79,43,63,68.3,482,2,3,6,40,84.2
642,WAS,1998,1998-12-13,01:00:00 AM,01:00:00 AM,@,CAR,15,14,Sun,W 28-25,,28,25,3,53,23,42,54.8,249,2,0,1,8,89.1
643,WAS,2004,2005-01-02,01:04:00 AM,01:04:00 AM,,MIN,17,16,Sun,W 21-18,,21,18,3,39,17,26,65.4,201,2,1,3,15,100.8
644,WAS,2005,2005-10-02,01:03:00 AM,01:03:00 AM,,SEA,4,3,Sun,W 20-17,OT,20,17,3,37,20,36,55.6,211,2,1,2,15,81.5
645,WAS,2009,2009-10-04,01:00:00 AM,01:00:00 AM,,TAM,4,4,Sun,W 16-13,,16,13,3,29,12,22,54.5,152,2,3,3,18,70.5
646,WAS,2012,2012-12-09,01:03:00 AM,01:03:00 AM,,BAL,14,13,Sun,W 31-28,OT,31,28,3,59,17,28,60.7,244,2,0,3,24,116.4
647,ATL,1971,1971-11-07,01:00:00 AM,01:00:00 AM,@,CIN,8,8,Sun,W 9-6,,9,6,3,15,7,15,46.7,112,1,0,4,38,104.9
648,ATL,1972,1972-11-26,01:00:00 AM,01:00:00 AM,,DEN,11,11,Sun,W 23-20,,23,20,3,43,13,16,81.3,170,1,0,3,24,138
649,ATL,1978,1978-10-01,01:00:00 AM,01:00:00 AM,,NYG,5,5,Sun,W 23-20,,23,20,3,43,14,26,53.8,198,1,0,3,28,96
650,ATL,1978,1978-10-22,04:00:00 AM,01:00:00 AM,@,SFO,8,8,Sun,W 20-17,,20,17,3,37,15,20,75,216,1,0,5,40,133.3
651,ATL,1978,1978-11-12,02:00:00 AM,01:00:00 AM,@,NOR,11,11,Sun,W 20-17,,20,17,3,37,16,33,48.5,210,1,1,1,8,67.5
652,ATL,1978,1978-11-26,01:00:00 AM,01:00:00 AM,,NOR,13,13,Sun,W 20-17,,20,17,3,37,23,44,52.3,255,1,3,2,11,50
653,ATL,1979,1979-11-04,01:00:00 AM,01:00:00 AM,,TAM,10,10,Sun,W 17-14,,17,14,3,31,11,20,55,54,1,1,3,26,60.4
654,ATL,1980,1980-09-28,04:00:00 AM,01:00:00 AM,@,SFO,4,4,Sun,W 20-17,,20,17,3,37,11,17,64.7,83,1,0,1,7,97.7
655,ATL,1986,1986-09-28,04:00:00 AM,04:00:00 AM,@,TAM,4,4,Sun,W 23-20,OT,23,20,3,43,19,36,52.8,241,1,0,1,5,83.8
656,ATL,1991,1991-09-15,04:00:00 AM,01:00:00 AM,@,SDG,3,3,Sun,W 13-10,,13,10,3,23,16,33,48.5,195,1,1,1,3,65
657,ATL,1994,1994-10-02,04:00:00 AM,01:00:00 AM,@,RAM,5,5,Sun,W 8-5,,8,5,3,13,26,39,66.7,285,1,1,5,27,88.8
658,ATL,1995,1995-09-17,01:00:00 AM,12:00:00 PM,@,NOR,3,3,Sun,W 27-24,OT,27,24,3,51,27,39,69.2,337,1,1,7,49,98.9
659,ATL,1996,1996-11-03,01:00:00 AM,01:00:00 AM,,CAR,10,9,Sun,W 20-17,,20,17,3,37,19,32,59.4,189,1,1,4,23,76.6
660,ATL,1997,1997-12-14,01:00:00 AM,01:00:00 AM,,PHI,16,15,Sun,W 20-17,,20,17,3,37,12,21,57.1,175,1,0,5,35,107.2
661,ATL,1999,1999-10-10,01:03:00 AM,12:03:00 PM,@,NOR,5,5,Sun,W 20-17,,20,17,3,37,11,20,55,147,1,0,3,15,98.3
662,ATL,2005,2005-10-16,01:03:00 AM,12:03:00 PM,@,NOR,6,6,Sun,W 34-31,,34,31,3,65,11,23,47.8,106,1,1,1,6,58.6
663,ATL,2009,2009-12-20,01:03:00 AM,01:03:00 AM,@,NYJ,15,14,Sun,W 10-7,,10,7,3,17,16,34,47.1,152,1,0,0,0,69.7
664,ATL,2010,2010-11-28,01:02:00 AM,01:02:00 AM,,GNB,12,11,Sun,W 20-17,,20,17,3,37,24,28,85.7,177,1,0,2,20,107.9
665,ATL,2012,2012-10-14,01:01:00 AM,01:01:00 AM,,OAK,6,6,Sun,W 23-20,,23,20,3,43,24,37,64.9,241,1,3,1,8,59.4
666,ATL,2013,2013-12-01,04:05:00 AM,04:05:00 AM,@,BUF,13,12,Sun,W 34-31,OT,34,31,3,65,28,47,59.6,272,1,0,6,39,86.4
667,ATL,2015,2015-10-25,01:02:00 AM,12:02:00 PM,@,TEN,7,7,Sun,W 10-7,,10,7,3,17,22,38,57.9,251,1,2,0,0,64.7
668,ATL,2017,2017-12-07,08:25:00 AM,08:25:00 AM,,NOR,14,13,Thu,W 20-17,,20,17,3,37,15,27,55.6,211,1,3,1,10,55.2
669,ATL,2017,2017-12-18,08:30:00 AM,08:30:00 AM,@,TAM,15,14,Mon,W 24-21,,24,21,3,45,17,31,54.8,209,1,0,1,3,87
670,ATL,2018,2018-10-22,08:15:00 AM,08:15:00 AM,,NYG,7,7,Mon,W 23-20,,23,20,3,43,31,39,79.5,356,1,0,3,23,115.7
671,BUF,1979,1979-10-28,01:00:00 AM,01:00:00 AM,@,DET,9,9,Sun,W 20-17,,20,17,3,37,17,35,48.6,319,1,2,4,20,68.6
672,BUF,1979,1979-11-25,01:00:00 AM,01:00:00 AM,@,NWE,13,13,Sun,W 16-13,OT,16,13,3,29,17,33,51.5,201,1,2,3,34,59.5
673,BUF,1987,1987-11-22,01:00:00 AM,01:00:00 AM,@,NYJ,11,10,Sun,W 17-14,,17,14,3,31,21,33,63.6,204,1,1,2,10,79.6
674,BUF,1988,1988-10-23,01:00:00 AM,01:00:00 AM,,NWE,8,8,Sun,W 23-20,,23,20,3,43,12,18,66.7,149,1,1,2,16,91.2
675,BUF,1989,1989-09-10,04:00:00 AM,04:00:00 AM,@,MIA,1,1,Sun,W 27-24,,27,24,3,51,25,40,62.5,226,1,0,4,39,90.1
676,BUF,1993,1993-09-12,04:00:00 AM,03:00:00 AM,@,DAL,2,2,Sun,W 13-10,,13,10,3,23,16,27,59.3,129,1,1,4,26,72.3
677,BUF,1993,1993-10-03,08:00:00 AM,08:00:00 AM,,NYG,5,4,Sun,W 17-14,,17,14,3,31,14,25,56,112,1,1,5,30,69.1
678,BUF,1993,1993-11-07,01:00:00 AM,01:00:00 AM,@,NWE,10,8,Sun,W 13-10,OT,13,10,3,23,29,46,63,298,1,0,2,19,90.6
679,BUF,1993,1993-12-12,01:00:00 AM,01:00:00 AM,@,PHI,15,13,Sun,W 10-7,,10,7,3,17,23,37,62.2,234,1,2,3,18,68.7
680,BUF,1995,1995-12-17,01:00:00 AM,01:00:00 AM,,MIA,16,15,Sun,W 23-20,,23,20,3,43,16,28,57.1,134,1,1,1,5,67.4
681,BUF,1996,1996-09-01,08:00:00 AM,08:00:00 AM,@,NYG,1,1,Sun,W 23-20,OT,23,20,3,43,24,41,58.5,257,1,1,7,56,80.6
682,BUF,1996,1996-10-06,04:00:00 AM,04:00:00 AM,,IND,6,5,Sun,W 16-13,OT,16,13,3,29,23,44,52.3,299,1,0,3,10,82.5
683,BUF,1998,1998-11-15,01:00:00 AM,01:00:00 AM,,NWE,11,10,Sun,W 13-10,,13,10,3,23,14,26,53.8,178,1,2,0,0,56.3
684,BUF,1999,1999-10-31,01:01:00 AM,01:01:00 AM,@,BAL,8,8,Sun,W 13-10,,13,10,3,23,18,40,45,138,1,3,3,17,32.8
685,BUF,2000,2000-09-03,08:35:00 AM,08:35:00 AM,,TEN,1,1,Sun,W 16-13,,16,13,3,29,13,26,50,137,1,0,5,37,84.5
686,BUF,2000,2000-10-15,01:01:00 AM,01:01:00 AM,,SDG,7,6,Sun,W 27-24,OT,27,24,3,51,31,50,62,329,1,1,4,22,81.3
687,BUF,2000,2000-11-05,01:02:00 AM,01:02:00 AM,@,NWE,10,9,Sun,W 16-13,OT,16,13,3,29,18,37,48.6,174,1,0,1,5,71.8
688,BUF,2001,2001-10-18,08:35:00 AM,08:35:00 AM,@,JAX,6,5,Thu,W 13-10,,13,10,3,23,23,30,76.7,219,1,0,2,19,110.1
689,BUF,2007,2007-09-30,01:02:00 AM,01:02:00 AM,,NYJ,4,4,Sun,W 17-14,,17,14,3,31,22,28,78.6,218,1,1,2,16,98.5
690,BUF,2009,2009-10-18,04:15:00 AM,04:15:00 AM,@,NYJ,6,6,Sun,W 16-13,OT,16,13,3,29,15,30,50,154,1,1,1,5,63.1
691,BUF,2013,2013-09-29,01:02:00 AM,01:02:00 AM,,BAL,4,4,Sun,W 23-20,,23,20,3,43,10,22,45.5,147,1,2,2,20,48.9
692,BUF,2014,2014-09-07,01:00:00 AM,12:00:00 PM,@,CHI,1,1,Sun,W 23-20,OT,23,20,3,43,16,22,72.7,167,1,1,1,6,91.7
693,BUF,2014,2014-10-05,01:03:00 AM,01:03:00 AM,@,DET,5,5,Sun,W 17-14,,17,14,3,31,30,43,69.8,294,1,1,2,14,88.1
694,BUF,2017,2017-10-22,01:00:00 AM,01:00:00 AM,,TAM,7,6,Sun,W 30-27,,30,27,3,57,20,33,60.6,261,1,0,1,7,96.5
695,BUF,2018,2018-11-25,01:00:00 AM,01:00:00 AM,,JAX,12,11,Sun,W 24-21,,24,21,3,45,8,19,42.1,160,1,0,0,0,89.8
696,CAR,2002,2002-09-08,01:04:00 AM,01:04:00 AM,,BAL,1,1,Sun,W 10-7,,10,7,3,17,12,19,63.2,120,1,0,2,16,102.1
697,CAR,2003,2003-10-12,01:00:00 AM,12:00:00 PM,@,IND,6,5,Sun,W 23-20,OT,23,20,3,43,12,20,60,152,1,1,3,29,85.6
698,CAR,2003,2003-12-14,04:16:00 AM,02:16:00 AM,@,ARI,15,14,Sun,W 20-17,,20,17,3,37,20,32,62.5,231,1,1,1,5,82.3
699,CAR,2007,2007-10-07,01:03:00 AM,12:03:00 PM,@,NOR,5,5,Sun,W 16-13,,16,13,3,29,11,19,57.9,155,1,1,1,7,81.5
700,CAR,2009,2009-10-11,01:04:00 AM,01:04:00 AM,,WAS,5,4,Sun,W 20-17,,20,17,3,37,16,25,64,162,1,1,3,19,82.2
701,CAR,2016,2016-11-06,04:05:00 AM,01:05:00 AM,@,LAR,9,8,Sun,W 13-10,,13,10,3,23,20,32,62.5,185,1,0,5,40,93.9
702,CAR,2016,2016-11-17,08:25:00 AM,08:25:00 AM,,NOR,11,10,Thu,W 23-20,,23,20,3,43,14,33,42.4,173,1,0,2,19,71.8
703,CHI,1972,1972-10-23,09:00:00 AM,08:00:00 AM,,MIN,6,6,Mon,W 13-10,,13,10,3,23,4,6,66.7,46,1,1,2,10,96.5
704,CHI,1981,1981-11-08,02:00:00 AM,01:00:00 AM,@,KAN,10,10,Sun,W 16-13,OT,16,13,3,29,7,30,23.3,77,1,0,0,0,50.7
705,CHI,1989,1989-09-10,01:00:00 AM,12:00:00 PM,,CIN,1,1,Sun,W 17-14,,17,14,3,31,10,24,41.7,153,1,2,1,6,43.6
706,CHI,1991,1991-09-15,01:00:00 AM,12:00:00 PM,,NYG,3,3,Sun,W 20-17,,20,17,3,37,15,25,60,206,1,1,2,15,85.6
707,CHI,1991,1991-10-27,01:00:00 AM,12:00:00 PM,@,NOR,9,8,Sun,W 20-17,,20,17,3,37,5,22,22.7,36,1,2,3,25,16.9
708,CHI,1993,1993-11-14,08:00:00 AM,05:00:00 AM,@,SDG,11,9,Sun,W 16-13,,16,13,3,29,13,24,54.2,140,1,1,2,19,71.4
709,CHI,1994,1994-11-13,01:00:00 AM,01:00:00 AM,@,MIA,11,10,Sun,W 17-14,,17,14,3,31,19,28,67.9,211,1,0,0,0,101.9
710,CHI,1994,1994-11-27,04:00:00 AM,02:00:00 AM,@,ARI,13,12,Sun,W 19-16,OT,19,16,3,35,15,28,53.6,186,1,2,0,0,56.5
711,CHI,1997,1997-12-14,08:00:00 AM,07:00:00 AM,@,STL,16,15,Sun,W 13-10,,13,10,3,23,15,30,50,189,1,2,1,5,54
712,CHI,1999,1999-11-21,04:15:00 AM,01:15:00 AM,@,SDG,11,11,Sun,W 23-20,OT,23,20,3,43,25,39,64.1,355,1,0,1,2,102.2
713,CHI,2000,2000-11-05,01:02:00 AM,12:02:00 PM,,IND,10,9,Sun,W 27-24,,27,24,3,51,25,36,69.4,227,1,0,0,0,95.5
714,CHI,2000,2000-12-24,01:02:00 AM,01:02:00 AM,@,DET,17,16,Sun,W 23-20,,23,20,3,43,19,29,65.5,181,1,0,1,2,94.5
715,CHI,2003,2003-10-05,01:02:00 AM,12:02:00 PM,,OAK,5,4,Sun,W 24-21,,24,21,3,45,13,24,54.2,144,1,2,2,16,54.2
716,CHI,2005,2005-11-06,04:05:00 AM,03:05:00 AM,@,NOR,9,8,Sun,W 20-17,,20,17,3,37,12,26,46.2,131,1,2,2,6,43.3
717,CHI,2005,2005-11-27,01:02:00 AM,01:02:00 AM,@,TAM,12,11,Sun,W 13-10,,13,10,3,23,14,28,50,121,1,1,2,13,60.7
718,CHI,2006,2006-09-24,01:05:00 AM,12:05:00 PM,@,MIN,3,3,Sun,W 19-16,,19,16,3,35,23,41,56.1,274,1,2,1,4,64.9
719,CHI,2007,2007-10-21,04:14:00 AM,04:14:00 AM,@,PHI,7,7,Sun,W 19-16,,19,16,3,35,27,41,65.9,314,1,0,1,8,97.8
720,CHI,2007,2007-11-25,04:16:00 AM,03:16:00 AM,,DEN,12,11,Sun,W 37-34,OT,37,34,3,71,17,33,51.5,171,1,1,3,22,66.9
721,CHI,2008,2008-12-22,08:40:00 AM,07:40:00 AM,,GNB,16,15,Mon,W 20-17,OT,20,17,3,37,14,27,51.9,136,1,2,3,6,48.7
722,CHI,2010,2010-09-27,08:40:00 AM,07:40:00 AM,,GNB,3,3,Mon,W 20-17,,20,17,3,37,16,27,59.3,199,1,1,3,22,82.5
723,CHI,2013,2013-11-17,01:02:00 AM,12:02:00 PM,,BAL,11,10,Sun,W 23-20,OT,23,20,3,43,19,31,61.3,215,1,0,2,1,92.9
724,CIN,1972,1972-12-03,01:00:00 AM,01:00:00 AM,,NYG,12,12,Sun,W 13-10,,13,10,3,23,17,34,50,212,1,1,1,5,67.9
725,CIN,1980,1980-12-14,02:00:00 AM,01:00:00 AM,@,CHI,15,15,Sun,W 17-14,OT,17,14,3,31,13,25,52,140,1,0,3,34,87.7
726,CIN,1986,1986-10-19,01:00:00 AM,01:00:00 AM,,HOU,7,7,Sun,W 31-28,,31,28,3,59,13,25,52,188,1,0,1,4,90.7
727,CIN,1991,1991-12-01,04:00:00 AM,04:00:00 AM,,NYG,14,13,Sun,W 27-24,,27,24,3,51,17,30,56.7,204,1,0,0,0,88.7
728,CIN,1992,1992-09-13,01:00:00 AM,01:00:00 AM,,RAI,2,2,Sun,W 24-21,OT,24,21,3,45,16,27,59.3,154,1,0,0,0,87.6
729,CIN,1995,1995-09-03,01:00:00 AM,01:00:00 AM,@,IND,1,1,Sun,W 24-21,OT,24,21,3,45,19,34,55.9,249,1,0,0,0,89
730,CIN,1997,1997-08-31,01:00:00 AM,01:00:00 AM,,ARI,1,1,Sun,W 24-21,,24,21,3,45,24,35,68.6,230,1,1,4,22,86.8
731,CIN,2005,2005-12-11,01:03:00 AM,01:03:00 AM,,CLE,14,13,Sun,W 23-20,,23,20,3,43,13,27,48.1,93,1,1,0,0,53.5
732,CIN,2009,2009-09-27,04:15:00 AM,04:15:00 AM,,PIT,3,3,Sun,W 23-20,,23,20,3,43,20,37,54.1,173,1,0,2,10,76.7
733,CIN,2009,2009-10-11,01:02:00 AM,01:02:00 AM,@,BAL,5,5,Sun,W 17-14,,17,14,3,31,18,31,58.1,261,1,1,1,10,84.2
734,CIN,2011,2011-10-02,01:03:00 AM,01:03:00 AM,,BUF,4,4,Sun,W 23-20,,23,20,3,43,18,36,50,287,1,2,2,11,64.4
735,CIN,2011,2011-11-27,01:02:00 AM,01:02:00 AM,,CLE,12,11,Sun,W 23-20,,23,20,3,43,21,31,67.7,257,1,0,2,13,105.6
736,CLE,1971,1971-10-17,04:00:00 AM,04:00:00 AM,@,CIN,5,5,Sun,W 27-24,,27,24,3,51,18,35,51.4,205,1,2,1,8,56
737,CLE,1976,1976-12-05,01:00:00 AM,01:00:00 AM,,HOU,13,13,Sun,W 13-10,,13,10,3,23,9,22,40.9,89,1,2,4,25,35
738,CLE,1978,1978-09-10,02:00:00 AM,02:00:00 AM,,CIN,2,2,Sun,W 13-10,OT,13,10,3,23,16,32,50,186,1,1,4,33,69.7
