Rk,Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate
833,DEN,1985,1985-12-20,08:00:00 AM,05:00:00 AM,@,SEA,16,16,Fri,W 27-24,,27,24,3,51,24,43,55.8,385,1,0,5,47,98.2
834,DEN,1987,1987-12-19,04:00:00 AM,02:00:00 AM,,KAN,15,14,Sat,W 20-17,,20,17,3,37,18,31,58.1,226,1,0,1,11,93.1
835,DEN,1988,1988-10-09,04:00:00 AM,01:00:00 AM,@,SFO,6,6,Sun,W 16-13,OT,16,13,3,29,21,39,53.8,167,1,2,5,43,56.6
836,DEN,1991,1991-10-20,04:00:00 AM,02:00:00 AM,,KAN,8,7,Sun,W 19-16,,19,16,3,35,14,27,51.9,229,1,0,5,41,99.3
837,DEN,1994,1994-12-04,04:00:00 AM,03:00:00 AM,@,KAN,14,13,Sun,W 20-17,OT,20,17,3,37,24,36,66.7,270,1,0,5,29,101.5
838,DEN,1999,1999-10-10,04:17:00 AM,01:17:00 AM,@,OAK,5,5,Sun,W 16-13,,16,13,3,29,17,30,56.7,221,1,1,2,13,79
839,DEN,2000,2000-11-13,09:09:00 AM,07:09:00 AM,,OAK,11,10,Mon,W 27-24,,27,24,3,51,26,39,66.7,258,1,1,1,8,83.9
840,DEN,2004,2004-10-03,04:15:00 AM,04:15:00 AM,@,TAM,4,4,Sun,W 16-13,,16,13,3,29,13,30,43.3,138,1,0,0,0,68.5
841,DEN,2005,2005-11-24,04:17:00 AM,03:17:00 AM,@,DAL,12,11,Thu,W 24-21,OT,24,21,3,45,15,24,62.5,149,1,1,2,13,78.8
842,DEN,2007,2007-09-16,04:15:00 AM,02:15:00 AM,,OAK,2,2,Sun,W 23-20,OT,23,20,3,43,23,33,69.7,260,1,2,2,9,79
843,DEN,2008,2008-10-05,04:05:00 AM,02:05:00 AM,,TAM,5,5,Sun,W 16-13,,16,13,3,29,23,34,67.6,227,1,0,0,0,96.1
844,DEN,2011,2011-11-27,04:15:00 AM,01:15:00 AM,@,SDG,12,11,Sun,W 16-13,OT,16,13,3,29,9,18,50,141,1,0,1,2,95.4
845,DEN,2011,2011-12-11,04:05:00 AM,02:05:00 AM,,CHI,14,13,Sun,W 13-10,OT,13,10,3,23,21,40,52.5,221,1,1,5,15,68.3
846,DEN,2015,2015-10-04,04:25:00 AM,02:25:00 AM,,MIN,4,4,Sun,W 23-20,,23,20,3,43,17,27,63,200,1,2,2,13,68.9
847,DEN,2015,2015-10-18,01:02:00 AM,01:02:00 AM,@,CLE,6,6,Sun,W 26-23,OT,26,23,3,49,26,48,54.2,290,1,3,0,0,53.3
848,DEN,2015,2015-12-28,08:30:00 AM,06:30:00 AM,,CIN,16,15,Mon,W 20-17,OT,20,17,3,37,27,39,69.2,277,1,0,3,22,100.3
849,DET,1972,1972-10-08,01:00:00 AM,01:00:00 AM,@,ATL,4,4,Sun,W 26-23,,26,23,3,49,5,17,29.4,134,1,3,1,8,41.9
850,DET,1975,1975-11-16,01:00:00 AM,01:00:00 AM,,GNB,9,9,Sun,W 13-10,,13,10,3,23,8,21,38.1,104,1,2,0,0,30.8
851,DET,1983,1983-11-20,01:00:00 AM,12:00:00 PM,@,GNB,12,12,Sun,W 23-20,OT,23,20,3,43,14,36,38.9,129,1,3,2,9,25
852,DET,1983,1983-12-18,04:00:00 AM,04:00:00 AM,,TAM,16,16,Sun,W 23-20,,23,20,3,43,18,28,64.3,207,1,0,2,16,100.7
853,DET,1987,1987-10-11,01:00:00 AM,12:00:00 PM,@,GNB,5,4,Sun,W 19-16,OT,19,16,3,35,19,39,48.7,220,1,0,1,4,75.2
854,DET,1989,1989-11-23,12:30:00 PM,12:30:00 PM,,CLE,12,12,Thu,W 13-10,,13,10,3,23,9,19,47.4,125,1,0,4,18,90.5
855,DET,1993,1993-10-31,08:00:00 AM,07:00:00 AM,@,MIN,9,8,Sun,W 30-27,,30,27,3,57,20,28,71.4,260,1,2,2,13,84.4
856,DET,1995,1995-09-25,09:00:00 AM,09:00:00 AM,,SFO,4,4,Mon,W 27-24,,27,24,3,51,28,42,66.7,286,1,0,3,5,94.4
857,DET,1995,1995-11-12,01:00:00 AM,01:00:00 AM,,TAM,11,10,Sun,W 27-24,,27,24,3,51,21,34,61.8,254,1,0,1,6,95.2
858,DET,1998,1998-11-26,12:30:00 PM,12:30:00 PM,,PIT,13,12,Thu,W 19-16,OT,19,16,3,35,17,27,63,213,1,0,4,32,104.7
859,DET,2006,2006-10-15,01:03:00 AM,01:03:00 AM,,BUF,6,6,Sun,W 20-17,,20,17,3,37,24,36,66.7,262,1,1,3,16,87.5
860,DET,2010,2010-12-19,01:03:00 AM,01:03:00 AM,@,TAM,15,14,Sun,W 23-20,OT,23,20,3,43,23,38,60.5,252,1,0,0,0,88.9
861,DET,2012,2012-10-14,01:03:00 AM,01:03:00 AM,@,PHI,6,5,Sun,W 26-23,OT,26,23,3,49,22,45,48.9,311,1,1,0,0,69.8
862,DET,2016,2016-10-23,01:02:00 AM,01:02:00 AM,,WAS,7,7,Sun,W 20-17,,20,17,3,37,18,29,62.1,250,1,0,3,16,103.5
863,DET,2016,2016-11-24,12:30:00 PM,12:30:00 PM,,MIN,12,11,Thu,W 16-13,,16,13,3,29,23,40,57.5,214,1,0,2,18,82.5
864,DET,2016,2016-12-11,01:00:00 AM,01:00:00 AM,,CHI,14,13,Sun,W 20-17,,20,17,3,37,21,35,60,209,1,2,3,14,64.3
865,DET,2017,2017-12-10,01:00:00 AM,01:00:00 AM,@,TAM,14,13,Sun,W 24-21,,24,21,3,45,36,44,81.8,381,1,2,0,0,91.4
866,DET,2019,2019-09-22,01:00:00 AM,01:00:00 AM,@,PHI,3,3,Sun,W 27-24,,27,24,3,51,18,32,56.3,201,1,0,0,0,85.5
867,GNB,1971,1971-10-03,02:00:00 AM,01:00:00 AM,,CIN,3,3,Sun,W 20-17,,20,17,3,37,4,12,33.3,62,1,2,1,13,44.1
868,GNB,1971,1971-11-07,02:00:00 AM,01:00:00 AM,@,CHI,8,8,Sun,W 17-14,,17,14,3,31,7,14,50,133,1,1,0,0,77.4
869,GNB,1972,1972-10-08,02:00:00 AM,01:00:00 AM,,CHI,4,4,Sun,W 20-17,,20,17,3,37,15,30,50,240,1,0,0,0,88.2
870,GNB,1983,1983-09-18,01:00:00 AM,12:00:00 PM,,RAM,3,3,Sun,W 27-24,,27,24,3,51,22,36,61.1,253,1,3,4,35,60.9
871,GNB,1983,1983-12-04,01:00:00 AM,12:00:00 PM,,CHI,14,14,Sun,W 31-28,,31,28,3,59,16,35,45.7,328,1,2,2,17,67
872,GNB,1985,1985-09-15,04:00:00 AM,03:00:00 AM,,NYG,2,2,Sun,W 23-20,,23,20,3,43,15,27,55.6,164,1,1,4,24,74.3
873,GNB,1985,1985-10-13,01:00:00 AM,12:00:00 PM,,MIN,6,6,Sun,W 20-17,,20,17,3,37,15,31,48.4,145,1,2,3,21,48.6
874,GNB,1986,1986-10-19,01:00:00 AM,01:00:00 AM,@,CLE,7,7,Sun,W 17-14,,17,14,3,31,21,27,77.8,264,1,0,1,13,121.8
875,GNB,1993,1993-10-10,07:30:00 AM,06:30:00 AM,,DEN,6,5,Sun,W 30-27,,30,27,3,57,20,32,62.5,235,1,3,0,0,56.1
876,GNB,1993,1993-11-28,01:00:00 AM,12:00:00 PM,,TAM,13,11,Sun,W 13-10,,13,10,3,23,23,36,63.9,152,1,0,2,7,83
877,GNB,1996,1996-10-14,09:00:00 AM,08:00:00 AM,,SFO,7,7,Mon,W 23-20,OT,23,20,3,43,28,61,45.9,378,1,2,2,17,59.1
878,GNB,1998,1998-12-27,01:00:00 AM,12:00:00 PM,@,CHI,17,16,Sun,W 16-13,,16,13,3,29,19,26,73.1,169,1,2,0,0,70.8
879,GNB,1999,1999-09-26,04:15:00 AM,03:15:00 AM,,MIN,3,3,Sun,W 23-20,,23,20,3,43,24,39,61.5,289,1,0,2,15,94.4
880,GNB,2000,2000-10-15,04:15:00 AM,03:15:00 AM,,SFO,7,7,Sun,W 31-28,,31,28,3,59,20,27,74.1,246,1,0,2,20,117.2
881,GNB,2004,2004-11-21,08:35:00 AM,07:35:00 AM,@,HOU,11,10,Sun,W 16-13,,16,13,3,29,33,50,66,383,1,2,0,0,79
882,GNB,2004,2004-12-12,04:15:00 AM,03:15:00 AM,,DET,14,13,Sun,W 16-13,,16,13,3,29,19,36,52.8,185,1,0,1,3,77.1
883,HOU,2004,2004-09-26,01:00:00 AM,12:00:00 PM,@,KAN,3,3,Sun,W 24-21,,24,21,3,45,13,25,52,220,1,1,3,13,80.9
884,HOU,2005,2005-10-30,01:02:00 AM,12:02:00 PM,,CLE,8,7,Sun,W 19-16,,19,16,3,35,10,20,50,120,1,1,2,18,68.3
885,HOU,2006,2006-12-24,01:03:00 AM,12:03:00 PM,,IND,16,15,Sun,W 27-24,,27,24,3,51,16,23,69.6,163,1,0,0,0,104.1
886,HOU,2009,2009-12-20,01:00:00 AM,12:00:00 PM,@,STL,15,14,Sun,W 16-13,,16,13,3,29,28,40,70,367,1,0,0,0,107
887,HOU,2012,2012-11-22,12:39:00 PM,12:39:00 PM,@,DET,12,11,Thu,W 34-31,OT,34,31,3,65,29,48,60.4,296,1,1,2,19,78
888,HOU,2018,2018-10-07,08:20:00 AM,07:20:00 AM,,DAL,5,5,Sun,W 19-16,OT,19,16,3,35,33,44,75,374,1,1,1,1,98.2
889,JAX,1995,1995-12-24,01:00:00 AM,01:00:00 AM,,CLE,17,16,Sun,W 24-21,,24,21,3,45,17,29,58.6,268,1,0,1,7,101.9
890,JAX,1996,1996-11-10,04:00:00 AM,04:00:00 AM,,BAL,11,10,Sun,W 30-27,,30,27,3,57,24,37,64.9,332,1,1,6,22,93.7
891,JAX,1996,1996-12-01,01:00:00 AM,01:00:00 AM,,CIN,14,13,Sun,W 30-27,,30,27,3,57,21,34,61.8,356,1,0,1,0,107
892,JAX,2000,2000-11-26,04:15:00 AM,04:15:00 AM,,TEN,13,12,Sun,W 16-13,,16,13,3,29,15,25,60,223,1,2,3,14,71.6
893,JAX,2002,2002-10-06,04:14:00 AM,04:14:00 AM,,PHI,5,4,Sun,W 28-25,,28,25,3,53,13,23,56.5,197,1,0,1,0,99.4
894,JAX,2004,2004-09-12,01:04:00 AM,01:04:00 AM,@,BUF,1,1,Sun,W 13-10,,13,10,3,23,18,36,50,142,1,2,2,5,46.9
895,JAX,2004,2004-09-26,01:02:00 AM,12:02:00 PM,@,TEN,3,3,Sun,W 15-12,,15,12,3,27,14,20,70,117,1,0,2,7,102.9
896,JAX,2008,2008-09-28,01:02:00 AM,01:02:00 AM,,HOU,4,4,Sun,W 30-27,OT,30,27,3,57,23,32,71.9,236,1,0,1,0,103.1
897,JAX,2009,2009-11-08,01:03:00 AM,01:03:00 AM,,KAN,9,8,Sun,W 24-21,,24,21,3,45,18,27,66.7,253,1,0,1,11,110.7
898,JAX,2009,2009-11-22,01:03:00 AM,01:03:00 AM,,BUF,11,10,Sun,W 18-15,,18,15,3,33,21,30,70,208,1,1,2,7,87.5
899,JAX,2017,2017-11-12,01:00:00 AM,01:00:00 AM,,LAC,10,9,Sun,W 20-17,OT,20,17,3,37,28,51,54.9,263,1,2,3,10,60.3
900,KAN,1975,1975-11-10,09:00:00 AM,08:00:00 AM,@,DAL,8,8,Mon,W 34-31,,34,31,3,65,13,28,46.4,132,1,0,2,13,74.3
901,KAN,1975,1975-11-23,02:00:00 AM,01:00:00 AM,,DET,10,10,Sun,W 24-21,OT,24,21,3,45,17,25,68,169,1,1,5,48,91.6
902,KAN,1980,1980-10-26,02:00:00 AM,01:00:00 AM,,DET,8,8,Sun,W 20-17,,20,17,3,37,12,18,66.7,174,1,0,2,12,119.2
903,KAN,1983,1983-10-23,01:00:00 AM,12:00:00 PM,@,HOU,8,8,Sun,W 13-10,OT,13,10,3,23,26,44,59.1,241,1,0,4,34,84.9
904,KAN,1984,1984-12-02,01:00:00 AM,12:00:00 PM,,DEN,14,14,Sun,W 16-13,,16,13,3,29,20,38,52.6,225,1,1,6,56,74.6
905,KAN,1986,1986-12-14,04:00:00 AM,01:00:00 AM,@,RAI,15,15,Sun,W 20-17,,20,17,3,37,15,31,48.4,164,1,0,2,16,77.4
906,KAN,1988,1988-11-13,01:00:00 AM,12:00:00 PM,,CIN,11,11,Sun,W 31-28,,31,28,3,59,22,37,59.5,276,1,0,1,9,92.7
907,KAN,1989,1989-12-24,01:00:00 AM,01:00:00 AM,@,MIA,16,16,Sun,W 27-24,,27,24,3,51,17,26,65.4,225,1,1,1,5,90.2
908,KAN,1991,1991-12-08,01:00:00 AM,12:00:00 PM,,SDG,15,14,Sun,W 20-17,OT,20,17,3,37,24,41,58.5,245,1,2,2,16,65.2
909,KAN,1993,1993-10-17,04:00:00 AM,01:00:00 AM,@,SDG,7,6,Sun,W 17-14,,17,14,3,31,21,39,53.8,264,1,1,4,20,75.2
910,KAN,1995,1995-09-10,01:00:00 AM,12:00:00 PM,,NYG,2,2,Sun,W 20-17,OT,20,17,3,37,29,47,61.7,178,1,1,1,5,68
911,KAN,1995,1995-12-17,04:00:00 AM,03:00:00 AM,,DEN,16,15,Sun,W 20-17,,20,17,3,37,23,37,62.2,219,1,0,1,13,89
912,KAN,1996,1996-09-22,01:00:00 AM,12:00:00 PM,,DEN,4,4,Sun,W 17-14,,17,14,3,31,20,35,57.1,231,1,1,2,11,76.1
913,KAN,1997,1997-11-03,09:00:00 AM,08:00:00 AM,,PIT,10,9,Mon,W 13-10,,13,10,3,23,22,35,62.9,209,1,1,0,0,77
914,KAN,1999,1999-11-28,04:16:00 AM,01:16:00 AM,@,OAK,12,11,Sun,W 37-34,,37,34,3,71,18,27,66.7,195,1,2,4,31,74
915,KAN,2001,2001-12-16,01:00:00 AM,12:00:00 PM,,DEN,14,13,Sun,W 26-23,OT,26,23,3,49,17,21,81,259,1,1,5,33,114.8
916,KAN,2001,2001-12-23,01:00:00 AM,12:00:00 PM,,SDG,15,14,Sun,W 20-17,,20,17,3,37,19,28,67.9,203,1,2,1,0,71
917,KAN,2003,2003-11-23,04:15:00 AM,03:15:00 AM,,OAK,12,11,Sun,W 27-24,,27,24,3,51,23,33,69.7,242,1,0,1,2,101.1
918,KAN,2004,2004-10-04,09:08:00 AM,09:08:00 AM,@,BAL,4,4,Mon,W 27-24,,27,24,3,51,21,31,67.7,220,1,0,1,3,99.3
919,KAN,2007,2007-09-23,01:00:00 AM,12:00:00 PM,,MIN,3,3,Sun,W 13-10,,13,10,3,23,20,29,69,201,1,0,1,5,100.6
920,KAN,2010,2010-10-31,01:08:00 AM,12:08:00 PM,,BUF,8,7,Sun,W 13-10,OT,13,10,3,23,14,26,53.8,140,1,0,3,12,84.1
921,KAN,2011,2011-10-31,08:40:00 AM,07:40:00 AM,,SDG,8,7,Mon,W 23-20,OT,23,20,3,43,19,32,59.4,247,1,2,3,14,69.9
922,KAN,2014,2014-10-19,04:05:00 AM,01:05:00 AM,@,SDG,7,6,Sun,W 23-20,,23,20,3,43,19,28,67.9,211,1,0,3,10,103.4
923,KAN,2016,2016-11-27,08:30:00 AM,06:30:00 AM,@,DEN,12,11,Sun,W 30-27,OT,30,27,3,57,26,44,59.1,190,1,0,6,30,79.7
924,KAN,2019,2019-11-03,01:00:00 AM,12:00:00 PM,,MIN,9,9,Sun,W 26-23,,26,23,3,49,25,35,71.4,230,1,0,5,45,103.9
925,MIA,1971,1971-11-21,01:00:00 AM,01:00:00 AM,,BAL,10,10,Sun,W 17-14,,17,14,3,31,10,16,62.5,81,1,0,1,9,98.4
926,MIA,1980,1980-10-19,01:00:00 AM,01:00:00 AM,,BUF,7,7,Sun,W 17-14,,17,14,3,31,11,17,64.7,83,1,1,1,10,73.9
927,MIA,1980,1980-12-08,09:00:00 AM,09:00:00 AM,,NWE,14,14,Mon,W 16-13,OT,16,13,3,29,15,25,60,173,1,0,2,19,97.4
928,MIA,1981,1981-11-30,09:00:00 AM,09:00:00 AM,,PHI,13,13,Mon,W 13-10,,13,10,3,23,15,30,50,132,1,0,3,22,76.2
929,MIA,1985,1985-12-16,09:00:00 AM,09:00:00 AM,,NWE,15,15,Mon,W 30-27,,30,27,3,57,17,33,51.5,177,1,1,2,15,66.7
930,MIA,1988,1988-10-16,04:00:00 AM,04:00:00 AM,,SDG,7,7,Sun,W 31-28,,31,28,3,59,26,45,57.8,329,1,0,0,0,88.1
931,MIA,1989,1989-10-08,01:00:00 AM,01:00:00 AM,,CLE,5,5,Sun,W 13-10,OT,13,10,3,23,19,33,57.6,234,1,1,0,0,77.1
932,MIA,1989,1989-11-19,01:00:00 AM,12:00:00 PM,@,DAL,11,11,Sun,W 17-14,,17,14,3,31,21,36,58.3,238,1,0,2,17,89.5
933,MIA,1991,1991-11-24,04:00:00 AM,03:00:00 AM,@,CHI,13,12,Sun,W 16-13,OT,16,13,3,29,16,30,53.3,172,1,2,3,11,55.3
934,MIA,1992,1992-11-22,01:00:00 AM,01:00:00 AM,,HOU,12,11,Sun,W 19-16,,19,16,3,35,19,40,47.5,221,1,1,4,16,64.3
935,MIA,1996,1996-11-17,04:00:00 AM,03:00:00 AM,@,HOU,12,11,Sun,W 23-20,,23,20,3,43,21,28,75,209,1,0,3,28,111.8
936,MIA,1997,1997-10-05,01:00:00 AM,01:00:00 AM,,KAN,6,5,Sun,W 17-14,,17,14,3,31,19,31,61.3,254,1,0,1,5,98.7
937,MIA,1999,1999-09-19,01:01:00 AM,01:01:00 AM,,ARI,2,2,Sun,W 19-16,,19,16,3,35,21,35,60,221,1,2,0,0,64.1
938,MIA,2000,2000-11-26,04:15:00 AM,04:15:00 AM,@,IND,13,12,Sun,W 17-14,,17,14,3,31,22,33,66.7,171,1,0,2,12,90.8
939,MIA,2000,2000-12-24,01:02:00 AM,01:02:00 AM,@,NWE,17,16,Sun,W 27-24,,27,24,3,51,31,46,67.4,263,1,0,2,8,90
940,MIA,2004,2004-12-26,08:37:00 AM,08:37:00 AM,,CLE,16,15,Sun,W 10-7,,10,7,3,17,25,44,56.8,164,1,0,2,12,73.7
941,MIA,2012,2012-11-25,01:03:00 AM,01:03:00 AM,,SEA,12,11,Sun,W 24-21,,24,21,3,45,18,26,69.2,246,1,1,1,7,97.1
942,MIA,2016,2016-10-23,01:02:00 AM,01:02:00 AM,,BUF,7,7,Sun,W 28-25,,28,25,3,53,15,25,60,198,1,0,1,6,99.4
943,MIA,2019,2019-12-29,01:00:00 AM,01:00:00 AM,@,NWE,17,16,Sun,W 27-24,,27,24,3,51,29,44,65.9,326,1,0,2,14,96.8
944,MIN,1970,1970-12-05,01:15:00 AM,12:15:00 PM,,CHI,12,12,Sat,W 16-13,,16,13,3,29,5,12,41.7,79,1,0,3,13,96.5
945,MIN,1971,1971-09-20,09:00:00 AM,09:00:00 AM,@,DET,1,1,Mon,W 16-13,,16,13,3,29,19,32,59.4,232,1,2,0,0,66.1
946,MIN,1972,1972-10-15,04:00:00 AM,02:00:00 AM,@,DEN,5,5,Sun,W 23-20,,23,20,3,43,19,30,63.3,177,1,0,1,5,91.2
947,MIN,1980,1980-11-30,02:00:00 AM,01:00:00 AM,@,NOR,13,13,Sun,W 23-20,,23,20,3,43,13,29,44.8,115,1,2,3,22,41.9
948,MIN,1982,1982-12-12,01:00:00 AM,12:00:00 PM,,BAL,14,6,Sun,W 13-10,,13,10,3,23,19,35,54.3,258,1,1,0,0,75.7
949,MIN,1983,1983-09-18,04:00:00 AM,04:00:00 AM,@,TAM,3,3,Sun,W 19-16,OT,19,16,3,35,24,42,57.1,264,1,0,3,19,85.7
950,MIN,1983,1983-09-25,01:00:00 AM,12:00:00 PM,,DET,4,4,Sun,W 20-17,,20,17,3,37,18,31,58.1,141,1,1,1,6,67.5
951,MIN,1983,1983-10-23,01:00:00 AM,12:00:00 PM,@,GNB,8,8,Sun,W 20-17,OT,20,17,3,37,16,27,59.3,199,1,0,1,6,95.4
952,MIN,1984,1984-11-04,01:00:00 AM,12:00:00 PM,,TAM,10,10,Sun,W 27-24,,27,24,3,51,24,36,66.7,218,1,2,2,18,71.1
953,MIN,1987,1987-12-20,01:00:00 AM,01:00:00 AM,@,DET,15,14,Sun,W 17-14,,17,14,3,31,16,27,59.3,135,1,0,2,30,89.3
954,MIN,1991,1991-09-15,01:00:00 AM,12:00:00 PM,,SFO,3,3,Sun,W 17-14,,17,14,3,31,17,24,70.8,179,1,1,2,20,92.2
955,MIN,1993,1993-09-12,01:00:00 AM,12:00:00 PM,,CHI,2,2,Sun,W 10-7,,10,7,3,17,23,29,79.3,155,1,0,4,18,103
956,MIN,1996,1996-11-17,08:00:00 AM,05:00:00 AM,@,OAK,12,11,Sun,W 16-13,OT,16,13,3,29,20,33,60.6,263,1,2,1,12,72.2
957,MIN,1999,1999-09-12,04:15:00 AM,04:15:00 AM,@,ATL,1,1,Sun,W 17-14,,17,14,3,31,22,33,66.7,184,1,0,0,0,91
958,MIN,2002,2002-12-21,01:30:00 AM,12:30:00 PM,,MIA,16,15,Sat,W 20-17,,20,17,3,37,21,30,70,239,1,2,4,18,79.4
959,MIN,2006,2006-09-11,07:11:00 AM,07:11:00 AM,@,WAS,1,1,Mon,W 19-16,,19,16,3,35,16,30,53.3,223,1,0,1,0,88.6
960,MIN,2006,2006-09-17,01:03:00 AM,12:03:00 PM,,CAR,2,2,Sun,W 16-13,OT,16,13,3,29,20,32,62.5,225,1,1,5,34,85.3
961,MIN,2007,2007-10-14,01:02:00 AM,12:02:00 PM,@,CHI,6,5,Sun,W 34-31,,34,31,3,65,9,23,39.1,133,1,0,1,3,73.8
962,MIN,2010,2010-10-17,04:15:00 AM,03:15:00 AM,,DAL,6,5,Sun,W 24-21,,24,21,3,45,14,19,73.7,93,1,0,3,25,106.9
963,MIN,2011,2011-10-30,01:03:00 AM,01:03:00 AM,@,CAR,8,8,Sun,W 24-21,,24,21,3,45,18,28,64.3,229,1,0,4,7,102.7
964,MIN,2013,2013-12-01,01:05:00 AM,12:05:00 PM,,CHI,13,12,Sun,W 23-20,OT,23,20,3,43,23,41,56.1,250,1,1,5,33,75.6
965,MIN,2014,2014-11-02,01:03:00 AM,12:03:00 PM,,WAS,9,9,Sun,W 29-26,,29,26,3,55,26,42,61.9,252,1,0,2,16,88.2
966,MIN,2015,2015-11-01,01:00:00 AM,12:00:00 PM,@,CHI,8,7,Sun,W 23-20,,23,20,3,43,17,30,56.7,180,1,1,1,7,72.5
967,MIN,2017,2017-10-09,08:30:00 AM,07:30:00 AM,@,CHI,5,5,Mon,W 20-17,,20,17,3,37,22,32,68.8,141,1,0,4,35,92.7
968,NOR,1972,1972-11-26,01:00:00 AM,12:00:00 PM,,RAM,11,11,Sun,W 19-16,,19,16,3,35,15,30,50,158,1,0,6,44,82.9
969,NOR,1981,1981-11-22,01:00:00 AM,12:00:00 PM,@,HOU,12,12,Sun,W 27-24,,27,24,3,51,10,14,71.4,140,1,0,2,7,129.2
970,NOR,1982,1982-11-28,04:00:00 AM,01:00:00 AM,@,SFO,12,4,Sun,W 23-20,,23,20,3,43,11,20,55,154,1,1,0,0,75.8
971,NOR,1983,1983-10-23,04:00:00 AM,04:00:00 AM,@,TAM,8,8,Sun,W 24-21,,24,21,3,45,12,29,41.4,60,1,4,4,34,22
972,NOR,1983,1983-12-11,01:00:00 AM,01:00:00 AM,@,PHI,15,15,Sun,W 20-17,OT,20,17,3,37,16,24,66.7,183,1,0,0,0,103.3
973,NOR,1985,1985-09-29,04:00:00 AM,01:00:00 AM,@,SFO,4,4,Sun,W 20-17,,20,17,3,37,15,30,50,179,1,2,1,10,53.3
974,NOR,1986,1986-10-12,01:00:00 AM,01:00:00 AM,@,IND,6,6,Sun,W 17-14,,17,14,3,31,12,28,42.9,144,1,3,0,0,31.5
975,NOR,1990,1990-11-25,01:00:00 AM,12:00:00 PM,,ATL,12,11,Sun,W 10-7,,10,7,3,17,22,37,59.5,173,1,1,1,8,69.8
976,NOR,1990,1990-12-23,04:00:00 AM,01:00:00 AM,@,SFO,16,15,Sun,W 13-10,,13,10,3,23,10,30,33.3,110,1,2,1,10,29.9
977,NOR,1990,1990-12-31,08:00:00 AM,07:00:00 AM,,RAM,17,16,Mon,W 20-17,,20,17,3,37,11,26,42.3,174,1,0,0,0,78
978,NOR,1992,1992-09-20,01:00:00 AM,01:00:00 AM,@,ATL,3,3,Sun,W 10-7,,10,7,3,17,9,19,47.4,108,1,0,1,11,85.2
979,NOR,1992,1992-10-11,07:35:00 AM,06:35:00 AM,,RAM,6,6,Sun,W 13-10,,13,10,3,23,15,24,62.5,166,1,1,0,0,79.5
980,NOR,1993,1993-10-31,04:00:00 AM,02:00:00 AM,@,PHO,9,8,Sun,W 20-17,,20,17,3,37,16,27,59.3,176,1,1,2,10,77.1
981,NOR,1994,1994-10-23,01:00:00 AM,12:00:00 PM,,RAM,8,8,Sun,W 37-34,,37,34,3,71,17,26,65.4,196,1,0,1,10,102.4
982,NOR,1997,1997-10-05,08:00:00 AM,07:00:00 AM,@,CHI,6,6,Sun,W 20-17,,20,17,3,37,9,23,39.1,185,1,1,2,10,66.4
983,NOR,2002,2002-10-06,01:02:00 AM,12:02:00 PM,,PIT,5,5,Sun,W 32-29,,32,29,3,61,13,23,56.5,194,1,0,2,11,100.8
984,NOR,2003,2003-11-02,01:05:00 AM,01:05:00 AM,@,TAM,9,9,Sun,W 17-14,,17,14,3,31,13,30,43.3,133,1,1,1,9,55.1
985,NOR,2004,2004-09-26,01:02:00 AM,12:02:00 PM,@,STL,3,3,Sun,W 28-25,OT,28,25,3,53,24,41,58.5,316,1,0,1,0,91.1
986,NOR,2004,2005-01-02,01:02:00 AM,01:02:00 AM,@,CAR,17,16,Sun,W 21-18,,21,18,3,39,14,24,58.3,196,1,0,3,20,102.1
987,NOR,2006,2006-10-08,01:03:00 AM,12:03:00 PM,,TAM,5,5,Sun,W 24-21,,24,21,3,45,21,33,63.6,171,1,0,0,0,86.8
988,NOR,2010,2010-11-25,04:36:00 AM,03:36:00 AM,@,DAL,12,11,Thu,W 30-27,,30,27,3,57,23,39,59,333,1,1,2,19,86.7
989,NOR,2010,2010-12-27,08:40:00 AM,08:40:00 AM,@,ATL,16,15,Mon,W 17-14,,17,14,3,31,35,49,71.4,296,1,2,1,6,77.1
990,NOR,2013,2013-11-17,04:25:00 AM,03:25:00 AM,,SFO,11,10,Sun,W 23-20,,23,20,3,43,30,43,69.8,295,1,1,1,10,87.8
991,NOR,2014,2014-12-28,01:03:00 AM,01:03:00 AM,@,TAM,17,16,Sun,W 23-20,,23,20,3,43,24,38,63.2,268,1,3,2,13,61.4
992,NOR,2015,2016-01-03,01:02:00 AM,01:02:00 AM,@,ATL,17,16,Sun,W 20-17,,20,17,3,37,32,43,74.4,323,1,0,0,0,103.1
993,NOR,2018,2018-12-23,04:25:00 AM,03:25:00 AM,,PIT,16,15,Sun,W 31-28,,31,28,3,59,27,40,67.5,313,1,1,2,13,90.2
994,NOR,2020,2020-10-12,08:15:00 AM,07:15:00 AM,,LAC,5,5,Mon,W 30-27,OT,30,27,3,57,33,48,68.8,313,1,1,2,12,85.9
995,NWE,1985,1985-09-22,01:00:00 AM,01:00:00 AM,@,BUF,3,3,Sun,W 17-14,,17,14,3,31,13,22,59.1,105,1,1,0,0,67.4
996,NWE,1986,1986-11-23,01:00:00 AM,01:00:00 AM,,BUF,12,12,Sun,W 22-19,,22,19,3,41,24,34,70.6,193,1,1,6,36,86.5
997,NWE,1989,1989-10-29,01:00:00 AM,01:00:00 AM,@,IND,8,8,Sun,W 23-20,OT,23,20,3,43,28,46,60.9,328,1,2,3,27,74.1
